City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
494,urzhar,47.093,81.6294,-11.3,80,4,1.91,KZ,1706476585
495,leppavirta,62.4901,27.7826,1.08,94,100,5.8,FI,1706476586
496,cadale,2.7603,46.3222,26.66,86,96,7.94,SO,1706476586
497,alto araguaia,-17.3147,-53.2153,31.34,25,0,3.26,BR,1706476586
498,katihar,25.5333,87.5833,10.94,53,68,1.59,IN,1706476586
499,elverum,60.8819,11.5623,1.59,94,100,4.39,NO,1706476587
500,hohhot,40.8106,111.6522,-21.84,77,0,3.0,CN,1706476587
501,labasa,-16.4167,179.3833,28.43,72,100,2.02,FJ,1706476587
502,paita,-5.0892,-81.1144,26.23,72,73,7.02,PE,1706476588
503,tabou,4.423,-7.3528,27.03,83,3,3.07,CI,1706476588
504,non thai,15.1981,102.0358,21.69,65,42,3.54,TH,1706476588
505,harper,4.375,-7.7169,27.01,83,7,3.45,LR,1706476588
506,west plains,36.7281,-91.8524,8.14,67,0,4.63,US,1706476589
507,ryotsu-minato,38.0833,138.4333,3.86,71,81,3.03,JP,1706476589
508,mount gambier,-37.8333,140.7667,15.06,83,0,1.05,AU,1706476589
509,newman,37.3138,-121.0208,18.9,73,88,0.45,US,1706476589
510,codrington,-38.2667,141.9667,15.98,82,1,2.12,AU,1706476589
511,the pas,53.8251,-101.2541,1.01,75,100,1.54,CA,1706476590
512,la sebala du mornag,36.6793,10.292,10.81,93,20,1.54,TN,1706476590
513,porto belo,-27.1578,-48.5531,25.38,99,53,2.46,BR,1706476590
514,bannu,32.9854,70.6027,10.8,65,41,1.94,PK,1706476590
515,prado,-17.3411,-39.2208,24.84,92,100,5.23,BR,1706476591
516,sumbawa besar,-8.5,117.4333,23.81,91,84,1.33,ID,1706476591
517,brisas de zicatela,15.8369,-97.0419,29.29,58,20,4.12,MX,1706476591
518,myitkyina,25.3833,97.4,11.39,74,2,1.3,MM,1706476591
519,kabinda,-6.1333,24.4833,19.95,95,100,0.37,CD,1706476592
520,conceicao das alagoas,-19.9147,-48.3883,27.88,41,54,0.69,BR,1706476592
521,zouerate,22.7187,-12.4521,19.75,14,0,3.61,MR,1706476592
522,samus',56.7475,84.6992,-23.48,100,52,1.68,RU,1706476592
523,murudeshwara,14.0943,74.4845,23.76,63,90,2.28,IN,1706476593
524,kayangel,8.0823,134.7173,27.64,82,100,9.23,PW,1706476593
525,okhotsk,59.3833,143.3,-24.09,73,91,5.89,RU,1706476593
526,chinde,26.8418,88.0763,6.7,60,24,2.3,NP,1706476593
527,saint-paul,-21.0096,55.2707,26.05,86,19,0.65,RE,1706476594
528,ji'an,27.1172,114.9793,5.19,94,100,0.16,CN,1706476594
529,gwadar,25.1216,62.3254,23.1,77,99,5.19,PK,1706476594
530,butembo,0.15,29.2833,19.08,57,100,0.93,CD,1706476595
531,talara,-4.5772,-81.2719,28.42,65,0,5.66,PE,1706476595
532,hanceville,34.0607,-86.7675,8.98,84,100,5.4,US,1706476595
533,baardheere,2.3446,42.2764,28.59,60,97,6.84,SO,1706476595
534,kaa-khem,51.6833,94.7333,-32.55,95,56,1.18,RU,1706476596
535,coahuayana de hidalgo,18.7,-103.6583,31.46,47,7,3.68,MX,1706476596
536,salahonda,2.1019,-78.7217,27.9,79,99,3.75,CO,1706476596
537,tafuna,-14.3358,-170.72,31.97,74,75,3.6,AS,1706476596
538,rangpur,25.75,89.25,15.13,35,71,3.17,BD,1706476597
539,de pere,44.4489,-88.0604,2.51,80,100,2.68,US,1706476480
540,sao felix do xingu,-6.6447,-51.995,23.29,94,100,0.44,BR,1706476597
541,guiratinga,-16.3494,-53.7583,32.77,26,34,2.56,BR,1706476597
542,conceicao da barra,-18.5933,-39.7322,24.43,95,100,4.38,BR,1706476598
543,la sarre,48.8002,-79.1996,-1.72,92,100,1.92,CA,1706476598
544,sandnessjoen,66.0217,12.6316,12.06,40,20,11.32,NO,1706476598
545,vengerovo,55.6848,76.7471,-12.36,96,100,2.25,RU,1706476598
546,camayenne,9.535,-13.6878,28.05,78,41,2.06,GN,1706476303
547,harrisburg,40.2737,-76.8844,5.96,87,100,3.09,US,1706476596
548,mosjoen,65.836,13.1908,12.06,70,75,7.72,NO,1706476550
549,floro,61.5996,5.0328,10.04,66,75,16.98,NO,1706476599
550,igarka,67.4667,86.5833,-13.59,93,100,7.17,RU,1706476423
551,kuanda,56.3161,116.0806,-35.96,96,89,0.33,RU,1706476600
